ID-LB|Leikaschlüssel|Name|Name2|Updatedatum|ID-OD|Bezeichnung OD|Links
B100019.LB.102552403|99102080058000|Nachentrichtung von nicht oder zu niedrig vorgenommenem Steuerabzug von Einkünften i. S. d. § 6 Abs. 3 Satz 1 Nummer 2 InvStG Durchführung|Nicht vorgenommenen oder zu niedrigen Steuerabzug auf inländische Einkünfte von ausländischen Investmentmentfonds melden|20.01.2025 00:48|||
B100019.LB.102552405|99102081099000|Vereinfachtes Verfahren zur Ermäßigung oder Freistellung von Abzugsteuern nach § 50d Absatz 5 und 6 EStG (Kontrollmeldeverfahren) Ermächtigung|Teilnahme am Kontrollmeldeverfahren zur Entlastung von Abzugsteuern beantragen|20.01.2025 00:48|||
B100019.LB.102554712|99102082058000|Gesonderte Feststellung zur steuerlichen Einlagenrückgewähr nach § 27 Abs. 8 KStG Durchführung|Gesonderte Feststellung zur steuerlichen Einlagenrückgewähr nach Körperschaftsteuergesetz beantragen|20.01.2025 00:48|||
B100019.LB.102554714|99102083058000|Verständigungs- und Schiedsverfahren nach der EU-Schiedskonvention Durchführung|Verständigungs- und Schiedsverfahren nach der EU-Schiedskommission beantragen|20.01.2025 00:48|||
B100019.LB.102554716|99102084058000|Verständigungs- und Schiedsverfahren nach der EU-Streitbeilegungsrichtlinie Durchführung|Beschwerde nach der EU-Streitbeilegungsrichtlinie einreichen|20.01.2025 00:48|||
B100019.LB.102554718|99102085058000|Vorabverständigungsverfahren in Verrechnungspreisfällen (Advance Pricing Agreements) Durchführung|Vorabverständigungsverfahren bei grenzüberschreitenden Sachverhalten beantragen|20.01.2025 00:48|||
B100019.LB.102554720|99102086001000|Verbindliche Auskunft nach § 89 Abs. 2 Satz 3 AO in Sonderfällen und in Fällen originärer Zuständigkeit Erteilung|Verbindliche Auskunft nach § 89 Abs. 2 Satz 3 AO in Sonderfällen und in Fällen originärer Zuständigkeit nach § 89 Abs. 2 Satz 2 AO beantragen|20.01.2025 00:48|||
B100019.LB.102554723|99102021010001|Umsatzsteuer Befreiung nach § 4 Nr. 11b UStG für Post-Universaldienstleistungen|Bescheinigung für Post-Universaldienstleister beantragen|20.01.2025 00:48|B100019.OD.106964524|BZSt-Online-Portal (BOP)|https://www.elster.de/bportal/start
B100019.LB.102554725|99102088058000|Abgabe und Berichtigung der Zusammenfassenden Meldung nach § 18a UStG Durchführung|Zusammenfassende Meldung zur Umsatzsteuer abgeben|20.01.2025 00:48|||
B100019.LB.102554727|99102089058000|Besteuerungsverfahren Mini-One-Stop-Shop (M1SS) für in der EU ansässige Unternehmer Durchführung|Wahlrecht für Unternehmen mit Sitz in der EU zur Besteuerung von Waren im Mini-One-Stop-Shop (M1SS) beantragen|20.01.2025 00:48|B100019.OD.103404594|""BZStOnline-Portal"" des Bundeszentralamts für Steuern|https://www.bzst.de/DE/Unternehmen/Umsatzsteuer/MiniOneStopShop/Elektr_Datenuebermittlung/elektronische_datenuebermittlung.html
B100019.LB.102554729|99102090058000|Meldung nach der Fahrzeuglieferungsmeldepflichtverordnung i.V. mit §18c UStG (MELK) Durchführung|Lieferungen neuer Fahrzeuge aus Deutschland an Abnehmer ohne Umsatzsteuer-Identifikationsnummer (USt-IdNr.) in Mitgliedstaaten der Europäischen Union melden|20.01.2025 00:48|||
B100019.LB.102554731|99102091058000|Besteuerungsverfahren Vat on e-Services (ECOM) für im Drittland ansässige Unternehmer Durchführung|Wahlrecht für außerhalb der Europäischen Union (EU) ansässige Unternehmer, innerhalb der EU erzielte bestimmte Umsätze im Besteuerungsverfahren VAT on e-Services (ECOM) zentral zu erklären und zu versteuern|20.01.2025 00:48|||
B100019.LB.102554734|99102092058000|Weiterleitung von Vorsteuervergütungsanträgen inländischer Antragsteller an andere EU-Mitgliedstaaten Durchführung|Vergütung der in anderen EU-Mitgliedstaaten gezahlten Vorsteuer beantragen|20.01.2025 00:48|||
B100019.LB.102554736|99102093058000|Vorsteuervergütung an ausländische Unternehmer in EU-Mitgliedstaaten Durchführung|Vergütung der in Deutschland von Unternehmen aus anderen EU-Mitgliedstaaten gezahlten Vorsteuer beantragen|20.01.2025 00:48|||
B100019.LB.102554738|99102094058000|Vorsteuervergütung an ausländische Unternehmer in Drittstaaten Durchführung|Vergütung der in Deutschland von Unternehmern aus Nicht-EU-Staaten gezahlten Umsatzsteuer beantragen|20.01.2025 00:48|||
B100019.LB.102554740|99102095058000|Steueranmeldung nach FeuerschStG Durchführung|Eigenständig berechnete Feuerschutzsteuer anmelden|20.01.2025 00:48|B100019.OD.103831344|BZStOnline-Portal (BOP)|https://www.elster.de/bportal/start
B100019.LB.102554744|99102096107000|Steuernummer für Versicherungsteuer oder Feuerschutzsteuer Vergabe|Steuernummer für Versicherungsteuer oder Feuerschutzsteuer beantragen|20.01.2025 00:48|B100019.OD.103831344|BZStOnline-Portal (BOP)|https://www.elster.de/bportal/start
B100019.LB.102554746|99102097058000|Steueranmeldung nach VersStG Durchführung|Eigenständig berechnete Versicherungsteuer anmelden|20.01.2025 00:48|B100019.OD.103831344|BZStOnline-Portal (BOP)|https://www.elster.de/bportal/start
B100019.LB.102554748|99102098261000|Meldungen nach dem Common Reporting Standard (CRS) Entgegennahme|Meldungen über Finanzkontendaten nach dem Common Reporting Standard (CRS) abgeben|20.01.2025 00:48|||
B100019.LB.102554750|99102099261000|Meldungen nach dem FATCA-Abkommen (Foreign Account Tax Compliance Act) Entgegennahme|Meldungen über Finanzkonteninformationen nach dem FATCA-Abkommen abgeben|20.01.2025 00:48|||
B100019.LB.102554752|99102100014000|Länderbezogener Bericht multinationaler Unternehmensgruppen Meldung|Länderbezogenen Bericht (Country-by-Country Report) für ein multinationales Unternehmen übermitteln|20.01.2025 00:48|||
B100019.LB.102554754|99102101058000|Mitteilung von grenzüberschreitenden Steuergestaltungen nach den §§ 138d ff. AO (ab 01.07.2020) Durchführung|Grenzüberschreitende Steuergestaltungen mitteilen|20.01.2025 00:48|||
B100019.LB.102554760|99148079017000|Energieeffizient Bauen und Sanieren - Baubegleitung (431) - Zuschuss Bewilligung|Zuschuss für die energetische Fachplanung und Baubegleitung bei Wohngebäuden beantragen|20.01.2025 00:48|||
B100019.LB.102554763|99148080017000|Energieeffizient Bauen und Sanieren - Brennstoffzelle (433) - Zuschuss Bewilligung|Zuschuss für den Einbau von Brennstoffzellenheizsystemen in Wohn- und Nichtwohngebäude beantragen|20.01.2025 00:48|||
B100019.LB.102554766|99148023017001|Förderdarlehen der KfW für Erneuerbare Energie - Tiefengeothermie (Premium) - Nr. 272/282 Bewilligung für mittlere und große Unternehmen (272)|Kredit mit Tilgungszuschuss für Nutzung von Erdwärme beantragen|20.01.2025 00:48|||
B100019.LB.102554767|99148023017002|Förderdarlehen der KfW für Erneuerbare Energie - Tiefengeothermie (Premium) - Nr. 272/282 Bewilligung für kleine Unternehmen (282)|Kredit mit Tilgungszuschuss für Nutzung von Erdwärme beantragen|20.01.2025 00:48|||
B100019.LB.102554771|99148022017001|Förderdarlehen der KfW für Erneuerbare Energien (Premium) - Nr. 271/281 Bewilligung für mittlere und große Unternehmen (271)|Kredit mit Tilgungszuschuss für erneuerbare Energien beantragen|20.01.2025 00:48|||
B100019.LB.102554772|99148022017002|Förderdarlehen der KfW für Erneuerbare Energien (Premium) - Nr. 271/281 Bewilligung für kleine Unternehmen (281)|Kredit mit Tilgungszuschuss für erneuerbare Energien beantragen|20.01.2025 00:48|||
B100019.LB.102573559|99148082002001|Meldung Nettoumsätze für Filmabgabeberechnung Festsetzung von Fernsehveranstaltern und Programmvermarktern|Filmabgabe für Fernsehveranstalter und Programmvermarkter|20.01.2025 00:48|||
B100019.LB.102573560|99148082002002|Meldung Nettoumsätze für Filmabgabeberechnung Festsetzung von meldepflichtigen Kinobetreibern|Filmabgabe von Kinobetreibern|20.01.2025 00:48|B100019.OD.103448799|Meldung im Online-Portal für Filmabgabe auf der Internetseite der FFA|https://filmabgabe.ffa.de/
B100019.LB.102573566|99148084080001|Antrag Anrechnung von Medialeistungen für Filmabgabeberechnung Gewährung bei öffentlich - rechtliche sowie private Fernsehveranstalter und Pay-TV Veranstalter|Anrechnung von Medialeistungen aus Filmabgabeberechnung beantragen|20.01.2025 00:48|||
B100019.LB.102583095|99148051269000|Bewerbung Deutscher Buchhandlungspreis Auswahl|Für den Deutschen Buchhandlungspreis bewerben|20.01.2025 00:48|||
B100019.LB.102583097|99148092269000|Bewerbung Deutscher Drehbuchpreis Auswahl|Drehbücher für den Deutschen Drehbuchpreis vorschlagen|20.01.2025 00:48|||
B100019.LB.102583808|99148094269000|Bewerbung Deutscher Kurzfilmpreis Auswahl|Kurzfilme für den Deutschen Kurzfilmpreis vorschlagen|20.01.2025 00:48|||
B100019.LB.102583829|99148096269000|Bewerbung Deutscher Verlagspreis Auswahl|Für den Deutschen Verlagspreis bewerben|20.01.2025 00:48|||
B100019.LB.102583831|99148097080000|Bewerbung für Kurzfilmpreis Short Tiger Gewährung|Für Kurzfilmpreis SHORT TIGER bewerben|20.01.2025 00:48|||
B100019.LB.102583833|99148098269000|Bewerbung Kinoprogrammpreis Auswahl|Für den Kinoprogrammpreis bewerben|20.01.2025 00:48|B100019.OD.106527047|Online für den Kinoprogrammpreis bewerben|https://verwaltung.bund.de/leistungsbeantragung/DE/102583833
B100019.LB.102583841|99148102080000|Förderanträge im Rahmen des ""Sonderprogramm zur Erhaltung des schriftlichen Kulturguts"" Gewährung|Förderung für Projekte im Rahmen des ""Sonderprogramms zur Erhaltung des schriftlichen Kulturguts"" beantragen|20.01.2025 00:48|||
B100019.LB.102583846|99148104080001|Referenzfilmförderung Antrag besondere Verwendung von Förderhilfen Gewährung für künftige besonders aufwendige Maßnahmen der Stoffbeschaffung, der Drehbuchbeschaffung oder -entwicklung oder in sonstiger Weise für die Vorbereitung eines neuen programmfüllenden Filmes|Referenzfilmförderung Drehbuch Preproduction beantragen|20.01.2025 00:48|||
B100019.LB.102583848|99089120023000|Einholen von Informationen der Verpflichteten durch die FIU Auskunft|Erteilung von Auskünften an die Zentralstelle für Finanztransaktionsuntersuchungen (FIU)|20.01.2025 00:48|||
B100019.LB.102583850|99089121023000|Rückmeldungen an die Verpflichteten und Aufsichtsbehörden Auskunft|Rückmeldung der Zentralstelle für Finanztransaktionsuntersuchungen erhalten|20.01.2025 00:48|||
B100019.LB.102587235|99102103058000|Erfassung bzw. Änderung von IT-Dienstleister-Stammdaten für das IT-Verfahren EMCS Durchführung|Als IT-Dienstleister Stammdaten in EMCS erfassen oder ändern lassen|20.01.2025 00:48|||
B100019.LB.102587237|99102104006000|Nutzung eines IT-Dienstleisters im Rahmen des EMCS-Nachrichtenaustauschs für das IT-Verfahren EMCS Genehmigung|IT-Dienstleister für den EMCS-Nachrichtenaustausch genehmigen lassen|20.01.2025 00:48|||
B100019.LB.102587245|99102105058000|Erfassung bzw. Änderung der Steuernummer bzw. Steuer-Identifikationsnummer für das IT-Verfahren EMCS Durchführung|Steuernummer oder Steuer-Identifikationsnummer für das IT-Verfahren EMCS zur Nutzung der Internet-EMCS-Anwendung (IEA) erfassen oder ändern lassen|20.01.2025 00:48|||
B100019.LB.102587247|99102106061000|Steuerhilfsperson Bestellung|Antrag auf Bestellung einer Steuerhilfsperson|20.01.2025 00:48|B100019.OD.103629625|Bürger- und Geschäftskundenportal des Zolls|https://www.zoll-portal.de/
B100019.LB.102587249|99122006088000|Zollkosten Anordnung|Zollkostenpflichtige Amtshandlungen beantragen|20.01.2025 00:48|B100019.OD.103629625|Bürger- und Geschäftskundenportal des Zolls|https://www.zoll-portal.de/
B100019.LB.102587251|99102107261000|Sonstige Nachrichten im steuerlichen Bereich Entgegennahme|Sonstige steuerliche Anträge und Mitteilungen übermitteln|20.01.2025 00:48|B100019.OD.103629625|Bürger- und Geschäftskundenportal des Zolls|https://www.zoll-portal.de/
B100019.LB.102587253|99102108017000|Verlagerung der elektronischen Buchführung ins Ausland Bewilligung|Verlagerung der elektronischen Buchführung ins Ausland bei der Zollverwaltung beantragen|20.01.2025 00:48|B100019.OD.103629625|Bürger- und Geschäftskundenportal des Zolls|https://www.zoll-portal.de/
B100019.LB.102587293|99122007014000|Mitteilungen und Bescheide im Grenzbeschlagnahmeverfahren an Rechteinhaber nach VO (EU) Nr. 608/2013 Meldung|Als Rechteinhaberin oder Rechteinhaber Informationen über vom Zoll angehaltene Ware erhalten|20.01.2025 00:48|||
B100019.LB.102604418|99148108080000|Kinoprojektförderung Gewährung|Kinoprojektförderung beantragen|20.01.2025 00:48|||
B100019.LB.102684908|99107062012000|Entsendebescheinigung für Beschäftigte Ausstellung|A1-Bescheinigung für eine beschäftigte Person beantragen, die in einen EU/EWR-Mitgliedstaat oder die Schweiz entsandt wird|20.01.2025 00:48|||
B100019.LB.102684910|99107063029000|Beitragsnachweis für Beschäftigte Prüfung|Sozialversicherungsbeiträge für Beschäftigte melden und zahlen|20.01.2025 00:48|||
B100019.LB.102684912|99107064261000|Jahresmeldung zur Sozialversicherung Entgegennahme|Beitragspflichtiges Arbeitsentgelt für Beschäftigte melden|20.01.2025 00:48|B100019.OD.103404566|Onlineverfahren: Elektronische Ausfüllhilfe ""sv.net"" der Informationstechnischen Servicestelle der GKV GmbH|https://www.itsg.de/produkte/sv-net
B100019.LB.102684913|99064001080001|Antrag auf Zugang zu den Stasi-Unterlagen Gewährung für Forschung und Medien|Zugang zu den Stasi-Unterlagen für Forschung oder Medien beantragen|20.01.2025 00:48|||
B100019.LB.102684914|99064001080002|Antrag auf Zugang zu den Stasi-Unterlagen Gewährung für öffentliche / nicht öffentlichen Stellen|Zugang zu den Stasi-Unterlagen als öffentliche/nicht öffentliche Stelle beantragen|20.01.2025 00:48|||
B100019.LB.102684915|99064001080003|Antrag auf Zugang zu den Stasi-Unterlagen Gewährung für Privatpersonen|Zugang zu den Stasi-Unterlagen zur eigenen Person, vermissten oder verstorbenen Angehörigen beantragen|20.01.2025 00:48|B100019.OD.103939800|Onlineantrag auf Zugang zu Stasi-Unterlagen für Privatpersonen auf der Internetseite des Stasi-Unterlagen-Archivs|https://www.stasi-unterlagen-archiv.de/akteneinsicht/persoenliche-akteneinsicht/online-antrag/
B100019.LB.102684917|99089137261000|Meldung des Verdachts auf Geldwäsche oder Terrorismusfinanzierung von Verpflichteten und Aufsichtsbehörden Entgegennahme|Verdacht auf Geldwäsche oder Terrorismusfinanzierung melden|20.01.2025 00:48|||
B100019.LB.102684918|99102032111000|Alkopopsteuer Erhebung|Alkopopsteuer bezahlen|20.01.2025 00:48|||
B100019.LB.102684922|99102110261000|Alkopopsteuer - Anzeige der Beförderung unter Steueraussetzung Entgegennahme|Beförderung von unversteuerten Alkopops melden|20.01.2025 00:48|||
B100019.LB.102684924|99102111006000|Alkopopsteuer Entlastung Genehmigung|Steuerentlastung für Alkopops beantragen|20.01.2025 00:48|||
B100019.LB.102684925|99102029111000|Biersteuer Erhebung|Biersteuer bezahlen|20.01.2025 00:48|||
B100019.LB.102684949|99102112261000|Biersteuer - Anzeige der Beförderung unter Steueraussetzung Entgegennahme|Beförderung von unversteuertem Bier melden|20.01.2025 00:48|B100019.OD.103404595|Online-Verfahren ""Internet-EMCS-Anwendung"" der Zollverwaltung|https://www.iea.zoll.de/
B100019.LB.102684951|99102113001000|Biersteuer - Erlaubnis Erteilung|Erlaubnis zum Umgang mit Bierprodukten beantragen|20.01.2025 00:48|||
B100019.LB.102684953|99102114006000|Biersteuer Entlastung Genehmigung|Erstattung, Erlass oder Vergütung der Biersteuer beantragen|20.01.2025 00:48|||
B100019.LB.102690900|99102028111001|Alkoholsteuer Erhebung für Abfindungsalkohol|Alkoholsteuer beim Abfindungsbrennen bezahlen|20.01.2025 00:48|B100019.OD.104579287|Bürger- und Geschäftskundenportal der Zollverwaltung|https://www.ozg-zoll.zoll-portal.de/ozg-zoll-zebra
B100019.LB.102690901|99102028111002|Alkoholsteuer Erhebung für andere als Abfindungsalkohol|Alkoholsteuer bezahlen|20.01.2025 00:48|||
B100019.LB.102690903|99102115006000|Steuerentlastung für bereits versteuerte Alkoholerzeugnisse Genehmigung|Erstattung, Erlass oder Vergütung der Alkoholsteuer beantragen|20.01.2025 00:48|||
B100019.LB.102690905|99102116001000|Zulassung von Sondervergällungsmitteln Erteilung|Zulassung von Sondervergällungsmitteln beantragen|20.01.2025 00:48|||
B100019.LB.102690909|99102118261000|Alkoholsteuer - Anzeige der Beförderung unter Steueraussetzung Entgegennahme|Beförderung von unversteuerten Alkoholerzeugnissen melden|20.01.2025 00:48|||
B100019.LB.102690917|99107065104000|Meldung zur Sozialversicherung für Beschäftigte Anmeldung|Beschäftigte zur Sozialversicherung anmelden|20.01.2025 00:48|||
B100019.LB.102690918|99107065070000|Meldung zur Sozialversicherung für Beschäftigte Abmeldung|Beschäftigte bei der Sozialversicherung abmelden|20.01.2025 00:48|||
B100019.LB.102690978|99102025111000|Energiesteuer Erhebung|Energiesteuer berechnen und entrichten|20.01.2025 00:48|||
B100019.LB.102690980|99102025080001|Energiesteuer Gewährung Entlastung für Agrardiesel|Entlastung von der Energiesteuer für Betriebe der Land- und Forstwirtschaft beantragen|20.01.2025 00:48|||
B100019.LB.102703328|99102119001000|Energiesteuer - Erlaubnis Erteilung|Erlaubnis zum Umgang mit Energieerzeugnissen beantragen|20.01.2025 00:48|||
B100019.LB.102703332|99102120261000|Energiesteuer - Anzeige der Beförderung unter Steueraussetzung Entgegennahme|Beförderung von unversteuerten Energieerzeugnissen melden|20.01.2025 00:48|B100019.OD.103404596|Online-Verfahren ""Internet-EMCS-Anwendung"" der Zollverwaltung""|https://www.iea.zoll.de/iea/intro.do
