Name,ID-LB,ARS,Eligibility Requirements,Legal Basis
Entschädigung nach dem Infektionsschutzgesetz Gewährung für Ersatz nicht gedeckter Betriebsausgaben,L100041.LB.108406802,120000000000,"Sie sind selbstständig.


Ihr Betrieb oder Ihre Praxis ruht während des Tätigkeitsverbots oder der Quarantäne und 
Sie haben Anspruch auf Entschädigung Ihres Verdienstausfalls.",§ 56 Absatz 4 Satz 2 Infektionsschutzgesetz (IfSG)<>https://www.gesetze-im-internet.de/ifsg/__56.html|Zweites Gesetz zum Schutz der Bevölkerung bei einer epidemischen Lage von nationaler Tragweite<>https://www.bgbl.de/xaver/bgbl/start.xav?startbk=Bundesanzeiger_BGBl&jumpTo=bgbl120s1018.pdf#__bgbl__//*%5B@attr_id='bgbl120s1018.pdf'%5D__1596541828606
Grundsicherung im Alter und bei Erwerbsminderung beantragen,L100022.LB.677,080000000000,"Ihr Einkommen oder das Ihres Ehe- oder Lebenspartners beziehungsweise Ihrer Ehe- oder Lebenspartnerin liegt unter dem gesetzlichen Grundsicherungsbedarf
Kein verwertbares einzusetzendes Vermögen

Bestimmte Vermögenswerte gelten als Schonvermögen, das nicht einzusetzen ist. Dazu zählt zum Beispiel ein angemessenes Hausgrundstück, das Sie selbst bewohnen. Geldvermögen, das die Vermögensfreigrenze nicht übersteigt (Alleinstehende 10.000 €, Ehe- bzw. Lebenspartner 20.000 €) muss nicht eingesetzt werden",Sozialgesetzbuch Zwölftes Buch (SGB XII)<>https://www.gesetze-im-internet.de/sgb_12/index.html#BJNR302300003BJNE004206377
Ermäßigtes Nahverkehrsticket / StadtTicket Bremen,S100003.LB.S1000030000009797,040110000000,"Berechtigt für den Erwerb eines ermäßigten Nahverkehrsticket sind Personen, die

Grundsicherung für Arbeitssuchende (SGB II)
Sozialhilfe (3. Kapitel SGB XII - Hilfe zum Lebensunterhalt sowie 4. Kapitel SGB XII - Grundsicherung im Alter oder bei Erwerbsminderung) 
Leistungen nach dem Asylbewerberleistungsgesetz erhalten, oder
Leistungen nach § 6b BKGG - Bildung und Teilhabe für Empfänger/öinnen von Kinderzuschlag","Sozialgesetzbuch XII (Zwölftes Buch)<>http%3A%2F%2Fwww.gesetze-im-internet.de%2Fsgb_12%2F|Sozialgesetzbuch II
 <>http%3A%2F%2Fwww.gesetze-im-internet.de%2Fsgb_2%2F|Asylbewerberleistungsgesetz<>http%3A%2F%2Fwww.gesetze-im-internet.de%2Fasylblg%2F"
Frauen- und Kinderschutzhaus - Unterbringung in Anspruch nehmen,L100022.LB.611,080000000000,"Ihnen und Ihren Kindern droht zuhause Gewalt.
Die meisten Frauen- und Kinderschutzhäuser nehmen keine Frauen auf, die

unter 18 Jahre sind,
Söhne über 14 Jahre haben,
obdachlos sind oder
schwerwiegende Suchtprobleme haben.

Hinweis: Bei den Aufnahmevoraussetzungen bestehen Unterschiede zwischen den verschiedenen Frauenhäusern.",Sozialgesetzbuch Zweites Buch (SGB II)<>http://www.gesetze-im-internet.de/sgb_2/|Sozialgesetzbuch Zwölftes Buch (SGB XII)<>https://www.gesetze-im-internet.de/sgb_12/
Hilfe zum Lebensunterhalt (Sozialhilfe) beantragen,L100002.LB.fa5c1001b93f8d8e12419b5d266e458d,050000000000,"Sie sind hilfebedürftig und:    befristet voll erwerbsgemindert oder beziehen eine Altersrente, haben die Altersgrenze für die Regelaltersrente aber noch nicht erreicht.    Hilfebedürftig sind Sie, wenn Sie Ihren Lebensunterhalt nicht aus eigenen Mitteln und Kräften vollständig decken können. Zeitlich befristet voll erwerbsgemindert sind Sie, wenn Sie auf absehbare Zeit (mehr als 6 Monate) nicht in der Lage sind, unter den üblichen Bedingungen des allgemeinen Arbeitsmarktes regelmäßig mindestens 3 Stunden täglich zu arbeiten.    Sie erhalten keine:    Grundsicherung für Arbeitsuchende, Grundsicherung im Alter und bei Erwerbsminderung oder Grundleistungen für Asylsuchende.",§§ 27 - 40 Zwölftes Buch Sozialgesetzbuch (SGB XII)<>https://www.gesetze-im-internet.de/sgb_12/__27.html
Leistungen aus dem Assistenzleistungsfonds beantragen,L100040.LB.479231311,030000000000,"Sie sind in wirtschaftlichen, kulturellen, sozialen, sportlichen oder politischen Bereichen in einem eingetragenen Verein oder in einem Verein mit regionalen Untergliederungen engagiert, dessen nächsthöhere Ebene ein eingetragener Verein ist
oder
in politischen Gremien (Rat, Kreistag, Landtag) tätig
oder
in Gremien, die aufgrund bundes- oder landesrechtlicher Regelungen einberufen werden (z.B. Arbeitsgemeinschaft nach § 94 Abs. 4 SGB IX, Schiedsstelle nach § 133 SGB IX) unentgeltlich oder nur gegen Aufwandsentschädigung i. S. des EStG ehrenamtlich aktiv
Sie haben Ihren gewöhnlichen Aufenthalt in Niedersachsen. 
Bei Ihnen wurde durch einen Feststellungsbescheid nach § 152 Neuntes Buch Sozialgesetzbuch (SGB IX) das Merkzeichen B (Berechtigung zur ständigen Begleitung), das Merkzeichen Bl (Blind) oder das Merkzeichen H (Hilflos i. S. des § 33b EStG oder entsprechender Vorschriften) festgestellt
oder
Sie sind die auf die Inanspruchnahme von Kommunikationshilfen wie z. B. Gebärdensprach-, Schrift- oder Lormendolmetscherinnen oder -dolmetschern oder den Einsatz von Übertragungsanlagen (z. B. Induktions- oder FM-Anlagen) angewiesen und bei Ihnen ist das Merkzeichen Gl (Gehörlosigkeit) oder das Merkzeichen TBl (Taubblindheit) festgestellt worden oder es liegt bei Ihnen allein wegen einer Störung der Hörfunktion mindestens ein Grad der Behinderung von 70 vor.",Richtlinie über die Gewährung von Leistungen aus dem Landesfonds für blinde Menschen in besonderen Lebenssituationen (Landesblindenfonds) und aus dem Assistenzleistungsfonds für ehrenamtlich tätige Menschen mit Behinderungen in leitender Funktion oder in Gremien<>https://voris.wolterskluwer-online.de/browse/document/cite/bbe55cd1-8b1a-3852-b062-f4b405d2e8ba
Hilfe zum Lebensunterhalt,L100002.LB.faa63250288b90b8271abf853e65f15a,050000000000,"Sie sind hilfebedürftig und befristet voll erwerbsgemindert oder beziehen eine Altersrente, haben die Altersgrenze für die Regelaltersrente aber noch nicht erreicht. Hilfebedürftig sind Sie, wenn Sie Ihren Lebensunterhalt nicht aus eigenen Mitteln und Kräften vollständig decken können. Sie erhalten kein/e Bürgergeld, Grundsicherung im Alter und bei Erwerbsminderung oder Grundleistungen für Asylsuchende.",§ 31 Zwölftes Sozialgesetzbuch (SGB XII)<>https://www.gesetze-im-internet.de/sgb_12/|§ 42 Nr. 2 Zwölftes Sozialgesetzbuch (SGB XII)<>https://www.gesetze-im-internet.de/sgb_12/|§§ 82 - 96 Zwölftes Sozialgesetzbuch (SGB XII)<>https://www.gesetze-im-internet.de/sgb_12/|Verordnung zur Durchführung des § 82<>https://www.gesetze-im-internet.de/bshg_76dv/BSHG%C2%A776DV.pdf|Verordnung zur Durchführung des § 90<>https://www.gesetze-im-internet.de/bshg_88abs2dv_1988/BJNR001500988.html
Insolvenzgeld beantragen,B100019.LB.576848,000000000000,"Damit Sie Insolvenzgeld bekommen können, müssen bestimmte Voraussetzungen erfüllt sein:   Es liegt ein Insolvenzereignis vor, wenn   Eröffnung eines Insolvenzverfahrens über das Vermögen Ihres Arbeitgebers oder Insolvenzantrag wird mangels Masse abgewiesen oder Betriebstätigkeit wird bei offensichtlicher Masselosigkeit vollständig eingestellt.   Vor dem Insolvenzereignis wurde Ihnen bis zu 3 Monate lang kein Arbeitsentgelt gezahlt. Als Arbeitnehmerin oder Arbeitnehmer sind Sie  innerhalb Deutschlands beschäftigt oder vorübergehend ins Ausland unter Beibehaltung der Sozialversicherungspflicht in Deutschland entsandt worden.    Sie müssen durch Bescheid der Clearingstelle der Deutschen Rentenversicherung (Statusfeststellungsverfahren) nachweisen, dass Sie rechtlich als Arbeitnehmerin oder Arbeitnehmer gelten, wenn Sie beispielsweise  geschäftsführender Gesellschafter,  Gesellschafterin oder Gesellschafter einer GmbH oder Angehörige beziehungsweise Angehöriger des Arbeitgebers sind.    Weitere Informationen finden Sie auf der Internetseite der Bundesagentur für Arbeit.",§§ 165 bis 172 Sozialgesetzbuch Drittes Buch (SGB III)<>https://www.gesetze-im-internet.de/sgb_3/__165.html|§ 175 Sozialgesetzbuch Drittes Buch (SGB III)<>https://www.gesetze-im-internet.de/sgb_3/__175.html|§ 314 Sozialgesetzbuch Drittes Buch (SGB III)<>https://www.gesetze-im-internet.de/sgb_3/__314.html|§ 316 Sozialgesetzbuch Drittes Buch (SGB III)<>https://www.gesetze-im-internet.de/sgb_3/__316.html|§§ 323 bis 324 Sozialgesetzbuch Drittes Buch (SGB III)<>https://www.gesetze-im-internet.de/sgb_3/__323.html|§ 327 Sozialgesetzbuch Drittes Buch (SGB III)<>https://www.gesetze-im-internet.de/sgb_3/__327.html
Bildungspaket - Kostenerstattung für Schulbedarf für Schüler (Bezieher von Bürgergeld über 25),S100002.LB.S1000020010000006166,020000000000,"Kinder unter 25 Jahren (oder deren Eltern), die Leistungen nach dem SGB II (Bürgergeld / Sozialgeld) erhalten
Besuch einer allgemein- oder berufsbildenden Schule, auch Vorschule
kein Erhalt einer Ausbildungsvergütung",nicht angegeben
Sozialhilfe beantragen,L100002.LB.59f91ce141a0ba9a1788add9bd324e2f,050000000000,"Sie  haben Ihren gewöhnlichen Aufenthalt  in Deutschland    Ihr Einkommen und Vermögen reichen nicht   aus,   um Ihren   Lebensunterhalt selbst bestreiten zu können.      Sie haben die   Altersgrenze   (  66   –   67 Jahre)   erreicht oder   sind über 18 Jahre alt und dauerhaft voll   erwerbsgemindert  ,     oder   durchlaufen in einer Werkstatt für   behinderte Men  schen oder bei einem anderen Leistungsanbieter das Ein  gangsverfahren und den Berufsbildungsbereich  .",§§ 8 ff. Zwölftes Buch Sozialgesetzbuch (SGB XII)<>https://www.gesetze-im-internet.de/sgb_12/index.html#BJNR302300003BJNE004105126
Grundsicherung im Alter und bei Erwerbsminderung beantragen,L100009.LB.6000339,140000000000,"Ein Anspruch auf Leistungen zur Grundsicherung besteht, wenn

die oder der Betroffene den gewöhnlichen Aufenthalt in der Bundesrepublik Deutschland hat und
die Altersgrenze erreicht hat (je nach Einzelfall 65 Jahre und älter) oder
nach Vollendung des 18. Lebensjahres dauerhaft voll erwerbsgemindert ist oder
nach Vollendung des 18. Lebensjahres 
  
in einer Werkstatt für behinderte Menschen oder bei einem anderen Leistungsanbieter den Eingangs- und Berufsbildungsbereich durchläuft oder
in einem Ausbildungsverhältnis steht, für das er ein Budget für Arbeit erhält.


Bedürftigkeit
Die Betroffenen müssen bedürftig sein, das heißt ihr Einkommen und Vermögen (beziehungsweise das ihres Ehegatten/Lebensgefährten) reicht nicht aus, um den notwendigen Lebensunterhalt sicherzustellen.
Haben die Hilfebedürftigen unterhaltspflichtige Eltern oder Kinder, darf deren jährliches Einkommen EUR 100.000 nicht übersteigen.",Sozialgesetzbuch Zwölftes Buch (SGB XII)<>https://amt24.sachsen.de/fehler-link-nicht-gefunden
StadtTicket Bremen für Wohngeldempfänger:innen,S100003.LB.S1000030002100367,040110000000,Keine Angabe,nicht angegeben
Hilfe zum Lebensunterhalt beantragen,L100022.LB.951,080000000000,"Sie sind bedürftig und voll erwerbsgemindert

Hilfebedürftig sind Sie, wenn Sie Ihren Lebensunterhalt beziehungsweise den Unterhalt der mit Ihnen in Einsatzgemeinschaft lebenden Personen nicht aus eigenen Mitteln und Kräften vollständig decken können.
   Voll erwerbsgemindert sind Sie, wenn Sie auf absehbare Zeit (länger als sechs Monate) nicht in der Lage sind, unter den üblichen Bedingungen des allgemeinen Arbeitsmarktes mindestens drei Stunden täglich zu arbeiten. Dies sind zum Beispiel Bezieher oder Bezieherinnen einer Rente wegen voller Erwerbsminderung auf Zeit oder längerfristig Erkrankte.",Zwölftes Buch Sozialgesetzbuch (SGB XII)<>https://www.gesetze-im-internet.de/sgb_12/
Bestattungskosten (Hilfe in anderen Lebenslagen),L100002.LB.8318dfedaee5fa4f41672d77dba1c56e,050000000000,"Die Kosten für eine Bestattung können ganz oder anteilig übernommen werden, wenna) die Kosten der Bestattung unter sozialhilferechtlichen Aspekten angemessen sind, b) kein (ausreichender) Nachlass des Verstorbenen vorhanden ist, c) Sie zu der Übernahme der Bestattungskosten verpflichtet, jedoch nicht in der Lage sind, die Kosten aus eigenen Mitteln zu tragen.",§ 74 Sozialgesetzbuch XII ( SGB XII )
