Name,Description,ID-LB,ARS,Eligibility Requirements,Legal Basis
Bildung und Teilhabe / Münsterlandkarte,"Wenn Sie Hilfe zum Lebensunterhalt beziehen, können Sie oder Ihr Kind Bildungs- und Teilhabeleistungen erhalten. Dazu zählt Unterstützung für die Teilnahme an Angeboten in Schule, Kita, Kindertagespflege und Freizeit sowie Nachhilfe, Verpflegung in Schulen und Schülerbeförderung.",L100002.LB.907717e549854ce0e19ddfb56b53a7f8,050000000000,"Sie bzw. die betroffenen Kinder, Jugendlichen oder jungen Erwachsenen:erhalten Hilfe zum Lebensunterhalt als Teil der Sozialhilfe,besuchen eine allgemein- oder berufsbildende Schule, eine Tageseinrichtung oder Kindertagespflege.Altersobergrenze für Teilhabeleistungen zum Mitmachen in Kultur, Sport und Freizeit in der Gemeinschaft: 18 JahreAusflüge:Mehrtägige Ausflüge müssen im Rahmen der schulrechtlichen Bestimmungen liegen.Persönlicher SchulbedarfBei Kindern unter 7 Jahren oder sofern das Kind nach dem 10. Schuljahr eine weitergehende Schule besucht, müssen Sie eine Schulbescheinigung vorlegen.SchülerbeförderungDie Kosten werden nicht komplett von Dritten beispielsweise dem Schulträger übernommen. Wird nur ein Teil der Fahrtkosten durch Dritte übernommen, kann nur der Eigenanteil erstattet werden.Die Entfernung zwischen Ihrem Wohnort und Ihrer Schule oder Einrichtung ist höher als die maßgeblich geregelte Mindestentfernung.Unter bestimmten Voraussetzungen kann die nächstgelegene Einrichtung auch eine besondere Ausrichtung haben, beispielsweise ein sportliches oder sprachliches Profil, oder es handelt sich um eine Waldorfschule.außerschulische LernförderungDie Schule muss bestätigen, dass Sie die zusätzliche Lernförderung brauchen. Wenn es schulische Angebote gibt, müssen Sie diese vorrangig nutzen. Ob die Versetzung gefährdet ist, ist egal.Die Lernförderung wird durch einen geeigneten Träger oder eine geeignete private Person angeboten.gemeinschaftliche MittagsverpflegungSie, beziehungsweise Ihr Kind, besuchen eine Schule, eine Kita, eine Kindertagespflegeeinrichtung oder einen Hort.Die Mittagsverpflegung wird von der Einrichtung angeboten oder ist durch einen Kooperationsvertrag mit der Einrichtung (zum Beispiel zwischen Schule und Hort) vereinbart.Das Essen wird gemeinschaftlich ausgegeben und eingenommen.","§§ 34, 34a und 34b Sozialgesetzbuch Zwölftes Buch (SGB XII)<>https://www.gesetze-im-internet.de/sgb_12/BJNR302300003.html#BJNR302300003BJNG003600308"
"Bildung und Teilhabeleistungen für Kinder, Jugendliche oder junge Erwachsene bei Bezug von Bürgergeld beantragen","Kinder, Jugendliche und junge Erwachsene, die Bürgergeld oder Sozialhilfe erhalten oder deren Eltern den Kinderzuschlag oder Wohngeld beziehen, können grundsätzlich Leistungen des Bildungspakets erhalten.",S100002.LB.S1000020010000012919,020000000000,"Antragsberechtigt sind Kinder und Jugendliche bis 25 Jahren,
	
die ihre Bildungs- und Teilhabebedarfe nicht aus eigenem Einkommen und Vermögen oder eigenem Einkommen und Vermögen der Familie decken können und die deshalb einen Anspruch haben auf 
		
Leistungen der Grundsicherung für Arbeitsuchende oder 
Sozialhilfe
Leistungen nach dem Asylbewerberleistungsgesetz 


oder deren Familien folgende Leistungen beziehen:
		
Kinderzuschlag oder
Wohngeld




Altersobergrenze für Leistungen zum Mitmachen in Kultur, Sport und Freizeit: 18 Jahre",https://www.gesetze-im-internet.de/bkgg_1996/__6b.html<>https://www.gesetze-im-internet.de/bkgg_1996/__6b.html || https://www.gesetze-im-internet.de/sgb_12/__34.html<>https://www.gesetze-im-internet.de/sgb_12/__34.html || https://www.gesetze-im-internet.de/sgb_2/__28.html<>https://www.gesetze-im-internet.de/sgb_2/__28.html || https://www.gesetze-im-internet.de/asylblg/__2.html<>https://www.gesetze-im-internet.de/asylblg/__2.html || https://www.gesetze-im-internet.de/asylblg/__3.html<>https://www.gesetze-im-internet.de/asylblg/__3.html
Hilfen für Familien in Not,"Familien in finanzieller Notlage – hervorgerufen durch ein schwerwiegendes Ereignis oder Verkettung unglücklicher Umstände – können finanzielle Hilfe der Stiftung ""Hilfe für Familien, Mutter und Kind"" erhalten. Die Stiftungsleistungen sollen dem Erhalt oder der Sicherung der Lebensgrundlage der Familie dienen.",L100009.LB.6000119,140000000000,"Familien oder Alleinerziehende mit mindestens einem Kind oder mit behinderten oder pflegebedürftigen Angehörigen sowie Schwangere
ständiger Wohnsitz im Freistaat Sachsen
Bedürftigkeit (zum Beispiel wirtschaftliche Notlage)
Alle zustehenden gesetzlichen Leistungen wurden vorrangig in Anspruch genommen und es werden ergänzende Hilfen benötigt.",
Grundsicherung im Alter und bei dauerhafter Erwerbsminderung / Bremerhaven,"Grundsicherung nach dem Sozialgesetzbuch XII kann Ihnen zustehen:

bei Erreichen der Altersgrenze (nach Geburtsjahren gestaffelt) oder älter oder
wenn Sie dauerhaft erwerbsgemindert sind und
Ihr Einkommen und Vermögen beziehungsweise das Ihres Ehe- oder Lebenspartners nicht dazu ausreicht, um den Lebensunterhalt zu bestreiten.",S100003.LB.S1000030000567175,040120000000,"Erreichen der Altersgrenze (nach Geburtsjahren gestaffelt) oder älter
dauerhaft erwerbsgemindert
Einkommen unterhalb des maßgeblichen Grundsicherungsbedarfs
kein verwertbares Vermögen",§§ 41 bis 46 Sozialgesetzbuch Zwölftes Buch (SGB XII)<>http%3A%2F%2Fwww.gesetze-im-internet.de%2Fsgb_12%2F__41.html
"Bildungs- und Teilhabeleistungen für Kinder, Jugendliche und junge Erwachsene bei Bezug von Kinderzuschlag beantragen","Wenn Sie den Kinderzuschlag erhalten, können Sie oder Ihr Kind Leistungen aus dem Bildungs- und Teilhabepaket empfangen. Dazu zählen Unterstützungen für die Teilnahme an Angeboten in Schule, Kita, Kindertagespflege und Freizeit sowie Nachhilfe, Verpflegung und Beförderung.",L100002.LB.211ebbb5ab6ef01083b89e6249888dbc,050000000000,"Sie beziehungsweise die betroffenen Kinder, Jugendlichen oder jungen Erwachsenen:    erhalten den Kinderzuschlag besuchen eine allgemein- oder berufsbildende Schule, eine Tageseinrichtung oder Kindertagespflege   Altersobergrenze für Teilhabeleistungen zur Teilnahme an Kultur, Sport und Freizeit in der Gemeinschaft: 18 Jahre Altersobergrenze für Bildungsleistungen: 25 Jahre   Ausflüge:    Mehrtägige Ausflüge müssen im Rahmen der schulrechtlichen Bestimmungen liegen.     Persönlicher Schulbedarf    Je nach Alter des Kindes kann eine Schulbescheinigung erforderlich sein.     Schülerbeförderung    Die Kosten werden nicht komplett von Dritten beispielsweise dem Schulträger übernommen. Wird nur ein Teil der Fahrtkosten durch Dritte übernommen, kann nur der Eigenanteil erstattet werden. Die Entfernung zwischen Ihrem Wohnort und Ihrer Schule oder Einrichtung ist höher als die maßgeblich geregelte Mindestentfernung. Unter bestimmten Voraussetzungen kann die nächstgelegene Einrichtung auch eine besondere Ausrichtung haben, beispielsweise ein sportliches oder sprachliches Profil, oder es handelt sich um eine Waldorfschule.     außerschulische Lernförderung    Die Schule muss bestätigen, dass Sie die zusätzliche Lernförderung brauchen. Wenn es schulische Angebote gibt, müssen Sie diese vorrangig nutzen. Ob die Versetzung gefährdet ist, ist egal. Die Lernförderung wird durch einen geeigneten Träger oder eine geeignete private Person angeboten.     gemeinschaftliche Mittagsverpflegung    Sie, beziehungsweise Ihr Kind, besuchen eine Schule, eine Kita, eine Kindertagespflegeeinrichtung oder einen Hort. Die Mittagsverpflegung wird von der Einrichtung angeboten oder ist durch einen Kooperationsvertrag mit der Einrichtung (zum Beispiel zwischen Schule und Hort) vereinbart. Das Essen wird gemeinschaftlich ausgegeben und eingenommen.",§ 6b Bundeskindergeldgesetz (BKGG)<>https://www.gesetze-im-internet.de/bkgg_1996/__6b.html || §§ 28 bis 30 Sozialgesetzbuch Zweites Buch (SGB II)<>https://www.gesetze-im-internet.de/sgb_2/BJNR295500003.html#BJNR295500003BJNG000902308
Eingliederung von Langzeitarbeitslosen Bewilligung,"Wenn Sie Bürgergeld bekommen und Sie sich selbstständig machen wollen oder eine sozialversicherungspflichtige Tätigkeit aufnehmen, können Sie unter bestimmten Voraussetzungen Einstiegsgeld erhalten.",L100002.LB.88ae8a1f1b9663dfe3d37a4b72dc33aa,050000000000,"Sie erhalten vor Aufnahme Ihrer neuen Tätigkeit Bürgergeld. Arbeitslosigkeit ist dabei keine Voraussetzung. Sie müssen den Antrag vor der tatsächlichen Aufnahme der Erwerbstätigkeit bei Ihrem Jobcenter stellen. Ihre neue Selbstständigkeit oder Ihre neue Beschäftigung ist dafür geeignet, dass Sie perspektivisch Ihre Hilfebedürftigkeit überwinden. Das Einstiegsgeld ist für Ihre Eingliederung in den allgemeinen Arbeitsmarkt erforderlich. Ihre Erwerbstätigkeit umfasst mindestens 15 Stunden pro Woche. Zusätzliche Voraussetzungen bei Selbstständigkeit/Existenzgründung:   positive Bewertung des Jobcenters über    Ihre persönliche Eignung,   die wirtschaftliche Tragfähigkeit Ihrer selbstständigen Tätigkeit",§16b Sozialgesetzbuch Zweites Buch (SGB II)<>https://www.gesetze-im-internet.de/sgb_2/__16b.html || §16 Sozialgesetzbuch Zweites Buch (SGB II)<>https://www.gesetze-im-internet.de/sgb_2/__16.html
Übernahme der Bestattungskosten,"Wenn Ihnen die finanziellen Mittel fehlen, um die Kosten für die Bestattung einer verstorbenen Person im familiären Umfeld zu tragen, können Sie einen Antrag zur Übernahme der Kosten stellen.",L100039.LB.198300025,070000000000,"Die nachfragende Person ist zur Tragung der Bestattungskosten verpflichtet.
Der zur Tragung der Bestattungskosten verpflichteten Person ist es finanziell nicht zuzumuten die Kosten aus eigenen Mitteln zu tragen.
Es werden nur die im Einzelfall erforderlichen Kosten der Bestattung übernommen.",§74 SGB XII<>https://dejure.org/gesetze/SGB_XII/74.html
Sozialhilfe; Beantragung der Übernahme von Bestattungskosten,"Die erforderlichen Kosten einer Bestattung werden auf Antrag vom Sozialamt übernommen, soweit es den hierzu Verpflichteten nicht zugemutet werden kann, die Kosten zu tragen.",L100042.LB.89171,090000000000,"Sie sind zur Tragung der Bestattungskosten verpflichtet.
	Rechtlich verpflichtet sind:
	vertraglich Verpflichtete z. B. aus Altenteil oder aus einem notariellen VertragErbenVäter nichtehelicher Kinder beim Tod der Mutter infolge Schwangerschaft oder Geburt, auch für die Kosten der Beerdigung des totgeborenen Kindes oder einer Fehlgeburtunterhaltsverpflichtete Ehegatte, Eltern und Kinder des Verstorbenenöffentlich-rechtlich verpflichtete Bestattungspflichtige, die in Erfüllung einer öffentlich-rechtlichen Bestattungspflicht nach dem Bestattungsgesetz einen Bestattungsauftrag erfüllt haben. In entsprechender Reihenfolge: Ehegatten, Kinder / Adoptivkinder, Eltern / Adoptiveltern, Großeltern, Enkelkinder, Geschwister, Neffen/ Nichten, Verschwägerte 1. Grades
Die verstorbene Person hat keinen ausreichenden Nachlass hinterlassen.Sie können die Kosten der Bestattung nicht aus eigenen Mitteln tragen.Die Kosten sind unter sozialhilferechtlichen Aspekten angemessen.Sie sind durch einen mit dem Bestattungsinstitut geschlossenen Werkvertrag oder einen von der zuständigen Ordnungsbehörde erlassenen Leistungsbescheid tatsächlich mit den Kosten belastet.",§ 74 Sozialgesetzbuch XII<>http://bundesrecht.juris.de/sgb_12/__74.html
Wohngeld Minderung von Amts wegen,"Wenn die Wohngelddienststelle nicht nur vorübergehende Änderungen der Verhältnisse bekannt werden, ist über das Wohngeld neu zu entscheiden.",S100002.LB.S1000020010000012230,020000000000,"Über die Leistung des Wohngeldes ist von Amts wegen zu entscheiden, wenn sich

die Anzahl der Haushaltsmitglieder reduziert
Ihr Einkommen um mehr als 15 % erhöht oder
ihre Miete oder Belastung um mehr als 15 % verringert",https://www.gesetze-im-internet.de/wogg/__27.html<>https://www.gesetze-im-internet.de/wogg/__27.html
Aufenthaltserlaubnis wegen Vertreibung,"Wenn Sie aus der Ukraine geflüchtet sind, können Sie unter bestimmten Voraussetzungen eine Aufenthaltserlaubnis zum vorübergehenden Schutz erhalten.",L100027.LB.113473811,130000000000,"Sie müssen ihre Bereitschaft erklären, im Bundesgebiet aufgenommen zu werden (das heißt Sie müssen ein Schutzbegehren äußern, zum Beispiel durch Beantragung der Aufenthaltserlaubnis zum vorübergehenden Schutz)
Sie gehören zum begünstigten Personenkreis, wenn Sie vor dem 24.02.2022 ihren gewöhnlichen Aufenthalt in der Ukraine hatten und folgender Personengruppe angehören:
	
Ukrainische Staatsangehörige mit ihren Familienangehörigen,
Vertriebene nicht-ukrainische Staatsangehörige und staatenlose Personen mit einem internationalen oder nationalen Schutzstatus in der Ukraine mit ihren Familienangehörigen.
Vertriebene nicht-ukrainische Staatsangehörige und staatenlose Personen mit unbefristetem Aufenthaltsrecht in der Ukraine (Daueraufenthaltsrecht), die nicht in ihr Heimatland zurückkehren können mit ihren Familienangehörigen.
Vertriebene nicht-ukrainische Staatsangehörige mit befristetem Aufenthaltsrecht in der Ukraine, die nicht in ihr Heimatland zurückkehren können.


Zudem können ukrainische Staatsangehörige, die sich schon längere Zeit rechtmäßig im Bundesgebiet aufhalten und nach Ablauf ihrer aktuellen Aufenthaltserlaubnis aufgrund des Krieges nicht in die Ukraine zurückkehren können eine Aufenthaltserlaubnis beantragen","Richtlinie 2001/55/EG des Rates vom 20. Juli 2001 über Mindest-normen für die Gewährung vorübergehenden Schutzes im Falle ei-nes Massenzustroms von Vertriebenen und Maßnahmen zur Förde-rung einer ausgewogenen Verteilung der Belastungen, die mit der Aufnahme dieser Personen und den Folgen dieser Aufnahme ver-bunden sind, auf die Mitgliedstaaten<>https://eur-lex.europa.eu/legal-content/DE/TXT/PDF/?uri=CELEX%3A32001L0055&from=DE || Durchführungsbeschluss (EU) 2022/382 des Rates vom 4. März 2022 zur Feststellung des Bestehens eines Massenzustroms von Vertriebenen aus der Ukraine im Sinne des Artikels 5 der Richtlinie 2001/55/EG und zur Einführung eines vorübergehenden Schutzes<>https://eur-lex.europa.eu/legal-content/DE/TXT/?uri=uriserv%3AOJ.L_.2022.071.01.0001.01.DEU&toc=OJ%3AL%3A2022%3A071%3ATOC || § 24 Aufenthaltsgesetz (AufenthG) - Aufenthaltsgewährung zum vorübergehenden Schutz<>https://www.gesetze-im-internet.de/aufenthg_2004/__24.html || Verordnung zur vorübergehenden Befreiung vom Erfordernis eines Aufenthaltstitels von anlässlich des Krieges in der Ukraine einge-reisten Personen (UkraineAufenthÜV)<>https://www.bundesanzeiger.de/pub/publication/iOtjNkrHCZ76Jw5ReGn/content/iOtjNkrHCZ76Jw5ReGn/BAnz%20AT%2008.03.2022%20V1.pdf?inline="
Freie Förderung SGB II beantragen,"Wenn Sie über die sonstigen gesetzlich geregelten Förderleistungen zur Eingliederung in Arbeit hinaus noch weitergehende, arbeitsmarktbezogene Förderbedarfe haben, können Sie im Einzelfall Leistungen der sogenannten Freien Förderung SGB II beantragen.",B100019.LB.102713893,000000000000,"Sie können Leistungen der Freien Förderung SGB II erhalten, wenn  Sie hierfür einen Antrag stellen Sie erwerbsfähige Leistungsberechtige oder Leistungsberechtigter im Sinne des SGB II sind die sonstigen gesetzlichen Förderleistungen zur Eingliederung in Arbeit (SGB III oder SGB II) alleine nicht ausreichen, um die gleichen Inhalte in der gleichen Weise zu fördern. die Freie Förderung SGB II die sonstigen gesetzlichen Förderleistungen zur Eingliederung in Arbeit nicht umgeht oder aufstockt. für die Förderung kein anderer Sozialleistungsträger (zum Beispiel Ihre Kommune oder Kranken oder Rentenversicherung) zuständig ist. Das ist zum Beispiel der Fall bei  kommunalen Eingliederungsleistungen (zum Beispiel Kinderbetreuung, Schuldnerberatung) Sprachförderungen des Bundesamts für Migration und Flüchtlinge Leistungen der Kinder- und Jugendhilfe Leistungen der Kranken- oder Rentenversicherung",§ 16f Sozialgesetzbuch Zweites Buch (SGB II)<>https://www.gesetze-im-internet.de/sgb_2/__16f.html
Ausbildungsgeld beantragen,"Als Mensch mit Behinderungen können Sie zur Sicherung des Lebensunterhaltes Ausbildungsgeld erhalten, wenn Sie an bestimmten Bildungsmaßnahmen teilnehmen.",B100019.LB.574711,000000000000,"Sie haben eine Behinderung und Ihr zuständiger Rehabilitationsträger ist die Bundesagentur für Arbeit. Sie werden an einer der folgenden Maßnahmen teilnehmen:  (erste) berufliche Ausbildung, berufsvorbereitende Bildungsmaßnahme einschließlich einer Grundausbildung, individuelle betriebliche Qualifizierung im Rahmen der Unterstützten Beschäftigung, Eingangsverfahren oder Berufsbildungsbereich in einer Werkstatt für behinderte Menschen oder bei einem anderen Leistungsanbieter.   Sie haben keinen Anspruch auf Übergangsgeld.",§§ 122 bis 126 Sozialgesetzbuch Drittes Buch (SGB III)<>https://www.gesetze-im-internet.de/sgb_3/index.html
Arbeitslosenbeihilfe für frühere Soldaten auf Zeit beantragen,"Wenn Sie als früherer Soldat beziehungsweise frühere Soldatin auf Zeit nach Beendigung Ihres Wehrdienstes arbeitslos werden, können Sie Arbeitslosenbeihilfe beantragen.",B100019.LB.103356019,000000000000,"Sie haben Anspruch auf Arbeitslosenbeihilfe, wenn Sie mindestens 2 Jahre in einem Dienstverhältnis gestanden haben.  Weitere Voraussetzungen sind, dass  Sie arbeitslos sind und sich mit einem elektronischen Identitätsnachweis elektronisch im Fachportal der Bundesagentur für Arbeit oder persönlich bei der zuständigen Agentur für Arbeit arbeitslos gemeldet haben.   Arbeitslosigkeit liegt vor, wenn Sie nicht in einem Beschäftigungsverhältnis stehen oder nur eine Erwerbstätigkeit in einem Umfang von weniger als 15 Stunden wöchentlich ausüben. Darüber hinaus müssen Sie sich bemühen, die eigene Beschäftigungslosigkeit zu beenden und den Vermittlungsbemühungen der Agentur für Arbeit zur Verfügung stehen, das bedeutet in der Lage und bereit sein, eine versicherungspflichtige Beschäftigung unter arbeitsmarktüblichen Bedingungen aufzunehmen.  Die Arbeitslosmeldung muss elektronisch im Fachportal der Bundesagentur für Arbeit oder persönlich bei der zuständigen Agentur für Arbeit erfolgen. Mit der Arbeitslosmeldung gilt das Arbeitslosengeld als beantragt.",§ 86a Soldatenversorgungsgesetz (SVG)<>https://www.gesetze-im-internet.de/svg/__86a.html || § 88a Soldatenversorgungsgesetz (SVG)<>https://www.gesetze-im-internet.de/svg/__88a.html || §§ 136 bis 161 Sozialgesetzbuch Drittes Buch (SGB III)<>https://www.gesetze-im-internet.de/sgb_3/__136.html
Eingliederungshilfe für Kinder und Jugendliche mit seelischer Behinderung oder drohender seelischer Behinderung bantragen / Bremerhaven,Hat Ihr Kind eine seelische Behinderung oder ist davon bedroht? Ist seine Teilhabe an der Gesellschaft daher eingeschränkt? Dann kann eine Eingliederungshilfe helfen.,S100003.LB.S1000030000582025,040120000000,"Anspruchsberechtigt sind die junge Menschen. Sie können ab dem vollendeten 15. Lebensjahr einen Antrag stellen.
Vor dem vollendeten 15. Lebensjahr stellen ihrer gesetzlichen Vertreter einen Antrag in ihrem Namen.
Ihr Kind hat eine seelische Behinderung oder ist davon bedroht. Der Zustand dauert wahrscheinlich länger als 6 Monate. 
Die Teilhabe am gesellschaftlichen Leben ist für Ihr Kind beeinträchtigt.",§ 35a Sozialgesetzbuch Achtes Buch (SGB VIII)<>http%3A%2F%2Fwww.gesetze-im-internet.de%2Fsgb_8%2F__35a.html
